Strain,tokens
Thaidal-Wave,"['thaidal', 'wave', 'hybrid', 'uplifted', 'euphoric', 'creative', 'energetic', 'focused', 'thaidal', 'wave', 'perfectly', 'named', 'hybrid', 'hits', 'wave', 'energy', 'perfect', 'daytime', 'taking', 'creative', 'projects', 'social', 'activities', 'friends', 'hybrid', 'strong', 'thai', 'genetics', 'explains', 'invigorating', 'sativa', 'lack', 'laziness', 'sedation', 'thaidal', 'wave', 'calm', 'mind', 'provide', 'body', 'looking', 'treat', 'severe', 'pain', 'medical', 'issues']"
The-Big-Dirty,"['big', 'dirty', 'hybrid', 'uplifted', 'hungry', 'relaxed', 'lemon', 'earthy', 'big', 'dirty', 'shrouded', 'mystery', 'hybrid', 'cross', 'black', 'raven', 'x', 'tangie', 'girl', 'scout', 'cookies', 'x', 'tangie', 'x', 'white', 'fire', 'og', 'known', 'develop', 'dark', 'foliage', 'pleasant', 'citrus', 'aroma', 'said', 'moderate', 'offering', 'consumers', 'mild', 'euphoria', 'juxtaposed', 'heavy', 'relaxation']"
The-Black,"['black', 'indica', 'relaxed', 'happy', 'sleepy', 'uplifted', 'euphoric', 'earthy', 'sweet', 'woody', 'black', 'strong', '90', 'indica', 'bc', 'depot', 'dates', 'late', '1980', 'originating', 'california', 'vancouver', 'island', 'canada', 'characteristic', 'indicas', 'optimally', 'pain', 'relief', 'sleeping', 'aid', 'black', 'named', 'unique', 'growering', 'characteristics', 'frosty', 'leaves', 'turn', 'dark', 'purple', 'black', 'flowering', 'reaching', 'maturity', '8', '10', 'weeks']"
The-Blintz,"['blintz', 'hybrid', 'uplifted', 'creative', 'energetic', 'focused', 'happy', 'lavender', 'earthy', 'pungent', 'terraform', 'genetics', 'bintz', 'dense', 'hybrid', 'crosses', 'cheese', 'quake', 'josh', 'd', 'o', 'g', 'aroma', 'mix', 'cheese', 'berries', 'finishing', 'classic', 'piney', 'og', 'blintz', 'ideal', 'daytime', 'activity']"
The-Blood,"['blood', 'sativa', 'uplifted', 'aroused', 'creative', 'energetic', 'euphoric', 'earthy', 'pungent', 'tropical', 'blood', 'hawaiian', 'landrace', 'phenotype', 'appears', 'rarely', 'gained', 'mythological', 'status', 'growers', 'blood', 'given', 'red', 'veins', 'found', 'leaves', 'deep', 'red', 'sap', 'flows', 'pua', 'mana', '1st', 'hawaiian', 'pakalōlō', 'bank', 'kona', 'gold', 'blood', 'phenotype', 'blood', 'phenotypes', 'believed', 'sign', 'ke', 'akua', 'god', 'blessing', 'grower', 'signaling', 'abundant', 'harvest']"
The-Brotherhood,"['brotherhood', 'hybrid', 'happy', 'uplifted', 'euphoric', 'relaxed', 'hungry', 'earthy', 'coffee', 'sweet', 'brotherhood', 'animas', 'co', 'stimulating', 'cross', 'slick', 'willie', 'icarus', 'quick', 'onset', 'robust', 'longevity', 'ideal', 'seeking', 'hitting', 'firmly', 'eyes', 'rippling', 'outward', 'body', 'brotherhood', 'stimulating', 'alertness', 'ideal', 'exercise', 'sports', 'outdoor', 'activity', 'indulge', 'particular', 'near', 'bed', 'stimulating', 'easily', 'postpone', 'rest']"
The-Cough,"['cough', 'sativa', 'uplifted', 'euphoric', 'energetic', 'focused', 'giggly', 'pungent', 'pine', 'citrus', 'cough', 'sativa', 'dominant', 'hybrid', 'renowned', 'northern', 'lights', '5', 'haze', 'cross', 'named', 'thick', 'smoke', 'expands', 'lungs', 'causes', 'consumers', 'cough', 'aroma', 'mixture', 'earthy', 'hash', 'notes', 'hint', 'citrus', 'cough', 'happy', 'mindset', 'relaxed', 'body', 'great', 'counter', 'stress']"
The-Doctor,"['doctor', 'indica', 'euphoric', 'happy', 'sleepy', 'aroused', 'energetic', 'citrus', 'sweet', 'grapefruit', 'green', 'house', 'doctor', 'indica', 'dominant', 'designed', 'treat', 'myriad', 'unpleasant', 'symptoms', 'pain', 'nausea', 'appetite', 'loss', 'insomnia', 'comes', 'tribute', 'motorcycle', 'racer', 'valentino', 'rossi', 'called', 'doctor', 'heavy', 'sedating', 'act', 'fast', 'leaving', 'feeling', 'pacified', 'calm', 'earthy', 'soured', 'skunky', 'fruity', 'notes', 'arrive', 'inhale', 'exit', 'taste', 'hashy', 'spice', 'great', 'white', 'shark', 'super', 'skunk', 'unnamed', 'south', 'indian', 'parent', 'lend', 'doctor', 'genetic', 'blueprint']"
The-Flav,"['flav', 'hybrid', 'euphoric', 'relaxed', 'happy', 'sleepy', 'energetic', 'berry', 'flowery', 'diesel', 'flav', 'oily', 'thick', 'rich', 'fruity', 'taste', 'romulan', 'cherry', 'goodness', 'space', 'queen', '-pron-', '40/60', 'sativa', 'indica', 'hybrid', 'provides', 'heavy', 'yield', 'included', 'high', 'times', '10', '2008']"
The-Fork,"['fork', 'sativa', 'colorado', 'inc', 'fork', 'dubbed', 'original', 'breeders', 'utilized', 'fork', 'knife', 'spoon', 'lieu', 'tagging', 'mysterious', 'hawaiian', 'specific', 'names', 'marked', 'knife', 'spoon', 'turned', 'satisfactory', 'fork', 'expressed', 'brilliant', 'sativa', 'dominant', 'qualities', 'ignored', 'similar', 'durban', 'poison', 'fork', 'dishes', 'exhilarating', 'physical', 'mental', 'energy', 'encourages', 'activity']"
The-Gift,"['gift', 'hybrid', 'uplifted', 'relaxed', 'sweet', 'earthy', 'gift', 'ringo', 'gift', 'backcross', 'created', 'gifted', 'uv', 'organics', 'lawrence', 'ringo', 'son', 'potent', 'cbd', 'dominant', 'hybrid', 'slight', 'bent', 'original', 'ringo', 'gift', 'genetics', 'terms', 'aroma', 'keeping', 'robust', 'cannabinoid', 'profile', 'intact', 'gift', 'creates', 'massive', 'cbd', 'thc', 'ratios', 'forebear', 'sweeter', 'fruit', 'forward', 'notes', 'contrast', 'foresty', 'bouquet', 'ringo', 'gift', 'ideal', 'consumers', 'seeking', 'calming', 'anti', 'inflammatory', 'headiness', 'nearly', 'nonexistent', 'thc', 'content']"
The-Grunk,"['grunk', 'hybrid', 'euphoric', 'happy', 'uplifted', 'relaxed', 'tingly', 'grape', 'skunk', 'sweet', 'grunk', 'perfect', 'representation', 'parent', 'grape', 'ape', 'skunk', '1', 'aroma', 'sweet', 'fruity', 'mixing', 'pungent', 'skunky', 'notes', 'create', 'flavorful', 'burst', 'earthy', 'grape', 'exhale', 'relaxing', 'indica', 'dominant', 'calm', 'body', 'pains', 'balanced', 'clear', 'headed', 'cerebral', 'buzz', 'lifts', 'away', 'anxieties']"
Hog,"['hog', 'indica', 'giggly', 'sleepy', 'relaxed', 'euphoric', 'happy', 'woody', 'sweet', 'earthy', 'originally', 't', 'h', 'amsterdam', 'hog', 'regarded', 'strongest', 'world', 'won', 'high', 'times', 'cannabis', 'cup', 'best', 'indica', '2002', 'recognized', 'pungent', 'aroma', 'indicative', 'world', 'renowned', 'extremely', 'heavy', 'body', 'buzz', 'fact', 'potent', 'advise', 'cautionary', 'dosage', 'control', 'short', 'plant', 'relatively', 'easy', 'grow', 'indoors', 'outdoors', 'slightly', 'taller', 'growth', 'outdoors', 'flowering', 'time', '8', '10', 'weeks', 'yield', 'high', 'given', 'plant', 'size', 'producing', 'high', 'thc', 'content', 'ideal', 'pain', 'relief', 'medical', 'uses']"
The-Loops,"['loops', 'indica', 'euphoric', 'giggly', 'happy', 'relaxed', 'sleepy', 'loops', 'potent', 'indica', 'dominant', 'cross', 'granddaddy', 'purple', 'og', 'kush', 'volcano', 'hash', 'created', 'insanity', 'sedative', 'expresses', 'frosty', 'purple', 'wrapped', 'dark', 'green', 'foliage', 'bright', 'orange', 'hairs', 'loops', 'heavy', 'indica', 'erases', 'problems', 'mind', 'locking', 'consumer', 'couch', 'high', 'levels', 'thc', 'terpene', 'myrcene', 'ensure', 'relaxing', 'experience', 'evaporates', 'stress', 'remedies', 'restlessness']"
The-Ox,"['ox', 'indica', 'relaxed', 'hungry', 'euphoric', 'happy', 'uplifted', 'coffee', 'berry', 'sweet', 'rare', 'dankness', 'created', 'version', 'bubba', 'kush', 'crossing', 'stone', 'mountain', 'bubba', 'kush', 'blue', 'moonshine', 'hybrid', 'ox', 'delightful', 'coffee', 'berries', 'high', 'cbd', 'content', 'good', 'choice', 'medical', 'indica', 'hybrids', 'created', 'ox', 'chem', 'ox', 'blue', 'ox', 'harlox']"
The-One,"['hybrid', 'happy', 'giggly', 'euphoric', 'relaxed', 'tingly', 'pungent', 'pine', 'diesel', 'originally', 'clackamas', 'coots', 'cc', 'perfectly', 'balanced', 'hybrid', 'landrace', 'referred', 'genetic', 'combination', 'thai', 'x', 'pure', 'afghan', 'sativa', 'heritage', 'stemming', 'thai', 'background', 'afghan', 'influence', 'bringing', 'thick', 'resinous', 'frosting', 'trichomes', 'specific', 'combination', 'cornerstone', 'landrace', 'known', 'available', 'select', 'circle', 'breeders', 'growers', 'oregon']"
The-Ooze,"['ooze', 'indica', 'tingly', 'uplifted', 'creative', 'euphoric', 'focused', 'spicy', 'herbal', 'sweet', 'apple', 'ooze', '80/20', 'indica', 'dominant', 'cross', 'green', 'crack', 'white', 'fire', 'alien', 'og', 'sedate', 'relax', 'ooze', 'takes', 'title', 'seriously', 'employ', 'heavyweight', 'evening', 'stimulate', 'appetite', 'encourage', 'rest', 'look', 'contending', 'strong', 'social', 'anxiety', 'plan', 'fast']"
The-Sauce,"['sauce', 'hybrid', 'happy', 'uplifted', 'relaxed', 'euphoric', 'creative', 'earthy', 'sweet', 'citrus', 'sauce', '60/40', 'sativa', 'dominant', 'hybrid', 'exotic', 'genetix', 'backcross', 'green', 'ribbon', 'pollenate', 'gorilla', 'glue', '4', 'mother', 'northwest', 'breeder', 'created', 'potent', 'blend', 'emits', 'mix', 'chocolate', 'lime', 'diesel', 'sauce', 'took', 'prize', 'judge', 'choice', '2015', 'dope', 'cup', 'seattle']"
The-Sheriff,"['sheriff', 'hybrid', 'sleepy', 'uplifted', 'relaxed', 'earthy', 'woody', 'sheriff', 'sativa', 'dominant', 'hybrid', 'cross', 'chemdawg', '91', 'sfv', 'og', 'kush', 'classic', 'staples', 'known', 'potent', 'cerebral', 'euphoria', 'taking', 'parents', 'sheriff', 'uplifting', 'shake', 'creativity', 'happiness', 'awake', 'lending', 'physical', 'relaxation', 'conducive', 'rest', 'meditation']"
The-Sister,"['sister', 'indica', 'relaxed', 'uplifted', 'creative', 'euphoric', 'focused', 'sweet', 'diesel', 'citrus', 'sister', '80/20', 'indica', 'dominant', 'said', 'rare', 'sister', 'cut', 'chemdawg', 'led', 'indica', 'genetics', 'sister', 'provides', 'uplifting', 'clear', 'headed', 'euphoria', 'leaves', 'mind', 'awake', 'nimble', 'creative', 'endeavors', 'kick', 'starting', 'appetite', 'sister', 'takes', 'sweet', 'citrus', 'sour', 'diesel', 'aroma']"
The-Third-Dimension,"['dimension', 'hybrid', 'uplifted', 'happy', 'energetic', 'euphoric', 'creative', 'citrus', 'earthy', 'chemical', 'dimension', 'known', '3d', 'tga', 'genetics', 'best', 'potent', 'parent', 'apollo', '13', 'jack', 'cleaner', 'space', 'queen', 'sativa', 'dominant', 'hybrid', 'gently', 'lift', 'creative', 'cerebral', 'space', 'devoid', 'stress', 'larger', 'doses', 'comes', 'powerful', 'metaphysical', 'experience', 'implied', '3d', 'difficult', 'resist', 'pungent', 'fruity', 'aroma', 'mango', 'pineapple', 'lemon', 'novice', 'cannabis', 'consumers', 'urged', 'approach', 'heavy', 'hitter', 'caution', 'growers', 'praise', '3d', 'short', 'maturation', 'cycle', 'rise', 'moderate', 'yields', 'sharply', 'pointed', 'blanketed', 'resin', 'following', 'indoor', 'flowering', 'time', '45', '50', 'days']"
The-Truth,"['truth', 'hybrid', 'relaxed', 'uplifted', 'euphoric', 'happy', 'sleepy', 'earthy', 'woody', 'berry', 'truth', 'true', 'canna', 'genetics', 'rare', 'indica', 'dominant', 'crosses', 'triangle', 'kush', 'sfv', 'og', 'backcrossed', 'chemdawg', 'hybrid', 'heavy', 'painkilling', 'properties', 'accented', 'earthy', 'spicy', 'aroma', 'characteristic', 'kush', 'varieties', 'truth', 'colorful', 'high', 'yielding', 'flowers', '63', 'days', 'indoors', 'early', 'october', 'outdoor', 'gardens']"
The-Void,"['void', 'hybrid', 'happy', 'uplifted', 'relaxed', 'euphoric', 'sleepy', 'sweet', 'grape', 'flowery', 'void', 'known', 'purple', 'apollo', '13', 'sativa', 'dominant', 'hybrid', 'cross', 'apollo', '13', 'querkle', 'tga', 'genetics', 'tastes', 'similar', 'grape', 'saltwater', 'taffy', 'provides', 'soaring', 'motivational', 'high']"
The-White,"['white', 'hybrid', 'relaxed', 'euphoric', 'happy', 'creative', 'uplifted', 'earthy', 'pine', 'pungent', 'mysterious', 'florida', 'originally', 'called', 'triangle', 'aptly', 'named', 'white', 'covered', 'white', 'trichomes', 'look', 'rolled', 'confectioner', 'sugar', 'looks', 'og', 'structure', 'certainly', 'potency', 'associated', 'best', 'og', 'kush', 'cuts', 'little', 'found', 'west', 'coast', 'favorites', 'fact', 'white', 'actually', 'known', 'distinct', 'lack', 'odor', 'leaving', 'pass', 'favor', 'pungent', 'varieties', 'high', 'usually', 'described', 'true', 'hybrid', 'equal', 'body', 'head', 'sensation', 'definitely', 'potent']"
The-White-Angel,"['white', 'angel', 'hybrid', 'aroused', 'relaxed', 'diesel', 'pungent', 'pine', 'white', 'angel', 'aka', 'white', 'angel', 'og', 'award', 'winning', 'longstanding', 'veteran', 'los', 'angeles', 'cannabis', 'community', 'breeders', 'called', 'white', 'angel', 'created', 'crossing', 'triple', 'backcrossed', 'white', 'widow', 'potent', 'california', 'native', 'sfv', 'og', 'perfect', '50/50', 'hybrid', 'consistently', 'tests', '30', 'total', 'thc', 'white', 'angel', 'rich', 'aroma', 'seductive', 'perfume', 'pine', 'sweet', 'citrus', 'developed', 'structure', 'robust', 'resin', 'production', 'consumers', 'deep', 'relaxation', 'alongside', 'pain', 'insomnia', 'relieving', 'attributes']"
The-Wife,"['wife', 'hybrid', 'relaxed', 'uplifted', 'happy', 'tingly', 'euphoric', 'lemon', 'sweet', 'tree', 'fruit', 'wife', 'terrapin', 'care', 'station', 'robust', 'cbd', 'hybrid', 'nearly', '20:1', 'cbd', 'thc', 'ratio', 'genetics', 'remain', 'unknown', 'wife', 'delivers', 'traditional', 'cbd', 'rich', 'elements', 'fresh', 'cherries', 'soothing', 'physical', 'psychoactivity', 'enjoy', 'curb', 'variety', 'physical', 'ailments', 'nausea', 'chronic', 'pain', 'migraines', 'chemotherapy']"
The-Wills,"['wills', 'hybrid', 'talkative', 'tingly', 'uplifted', 'creative', 'euphoric', 'pungent', 'woody', 'pine', 'wills', 'flavorful', 'willy', 'wonder', 'phenotype', 'floating', 'western', 'washington', 'decades', 'local', 'landrace', 'shared', 'breeders', 'pacific', 'northwest', 'pleasurable', 'eagerness', 'grow', 'offering', 'kush', 'indica', 'dominant', 'wills', 'lays', 'limbs', 'uplifting', 'mind', 'naturally', 'dissipating', 'stress', 'enhancing', 'mood', 'emits', 'strong', 'aroma', 'pine', 'citrus', 'nearly', 'astringent', 'complex', 'floral', 'notes', 'clean', 'pine', 'finish']"
Thelonious-Skunk,"['thelonious', 'skunk', 'hybrid', 'euphoric', 'happy', 'relaxed', 'uplifted', 'energetic', 'skunk', 'citrus', 'spicy', 'herbal', 'thelonious', 'skunk', 'named', 'colorado', 'inc', 'favorite', 'jazz', 'musician', 'thelonious', 'monk', 'funky', 'lovechild', 'island', 'sweet', 'skunk', 'nina', 'limone', 'upbeat', 'bebopping', 'combo', 'exhibits', 'tropical', 'citrus', 'trees', 'sweet', 'earth', 'mixed', 'distinct', 'skunky', 'undertone', 'bouquet', 'diverse', 'smells', 'aligns', 'energizing', 'wrap', 'consumer', 'pleasant', 'upbeat', 'haze', 'helps', 'combat', 'depression', 'lethargy']"
Thin-Mint,"['thin', 'mint', 'hybrid', 'relaxed', 'euphoric', 'happy', 'uplifted', 'hungry', 'minty', 'mint', 'sweet', 'thin', 'mint', 'hybrid', 'cross', 'durban', 'poison', 'og', 'kush', 'genetics', 'phenotype', 'legendary', 'gsc', 'dark', 'green', 'royal', 'purple', 'hues', 'peek', 'heavy', 'coat', 'crystals', 'sweet', 'minty', 'thin', 'mint', 'powers', 'indica', 'sativa', 'hybrid', 'ancestors', 'powerful', 'body', 'sterling', 'reputation', 'high', 'psychoactivity', 'novice', 'consumers', 'patients', 'variety', 'symptoms', 'giving', 'thin', 'mint', 'seal', 'approval', 'severe', 'pain', 'nausea', 'swelling', 'insomnia', 'appetite', 'loss', 'potency', 'thin', 'mint']"
Think-Different,"['think', 'different', 'hybrid', 'happy', 'energetic', 'creative', 'focused', 'uplifted', 'flowery', 'sweet', 'lemon', 'think', 'different', 'durable', 'plant', 'strong', 'sativa', 'leave', 'consumers', 'feeling', 'dreamy', 'relaxed', 'colorful', 'rounded', 'dutch', 'passion', 'think', 'different', 'provides', 'balance', 'hybrid', 'genetics', 'concocted', 'crossing', 'ak', '420', 'automatic', 'flowering', 'capabilities', 'undefined', 'ruderalis', 'sweet', 'spicy', 'aroma', 'entice', 'fast', 'acting', 'uplifting', 'high', 'boost', 'creativity', 'help', 'think', 'outside', 'box']"
Thors-Hammer,"['thors', 'hammer', 'sativa', 'euphoric', 'creative', 'energetic', 'happy', 'aroused', 'sweet', 'pungent', 'menthol', 'thor', 'hammer', 'snowhigh', 'uplifting', 'sativa', 'genetics', 'vortex', 'cinderella', '99', 'acapulco', 'gold', 'bolt', 'lightning', 'commanded', 'norse', 'god', 'thor', 'hammer', 'delivers', 'electrifying', 'blast', 'cerebral', 'energy', 'awakens', 'creativity', 'motivation', 'lightweight', 'body', 'great', 'choice', 'daytime', 'use', 'patients', 'needing', 'crush', 'fatigue', 'depression', 'giants', 'jotunheimr', 'likely', 'find', 'thor', 'hammer', 'perfect', 'weapon', 'find', 'genetic', 'variant', 'thor', 'hammer', 'alaska', 'instead', 'god', 'sour', 'diesel', 'balanced', 'indica', 'sativa', 'hybrid', 'cross']"
Throwback-Kush,"['throwback', 'kush', 'indica', 'hungry', 'relaxed', 'sleepy', 'happy', 'earthy', 'woody', 'throwback', 'kush', 'indica', 'dominant', 'cannabis', 'exotic', 'genetix', 'combination', 'old', 'school', 'og', 'kush', 'mother', '1990s', 'green', 'ribbon', 'bx', 'backcross', 'father', 'resulting', 'hybrid', 'creates', 'mix', 'citrus', 'sharp', 'pungent', 'note', 'reminiscent', 'pinesol', 'way', 'relaxing', 'indica', 'balanced', 'dash', 'uplifting', 'sativa', 'energy']"
Thunderbird-Rose,"['thunderbird', 'rose', 'sativa', 'euphoric', 'uplifted', 'relaxed', 'focused', 'happy', 'rose', 'sweet', 'earthy', 'thunderbird', 'rose', 'sativa', 'kotton', 'rebel', 'spirit', 'cannabis', 'eugene', 'oregon', 'large', 'lime', 'green', 'express', 'engorged', 'trichome', 'covered', 'calyxes', 'crimson', 'pistils', 'thunderbird', 'rose', 'generous', 'producer', 'healthy', 'resistance', 'mold', 'pests', 'aroma', 'floral', 'notes', 'deep', 'green', 'forest', 'fuel', 'blueberry', 'thunderbird', 'rose', 'uplifting', 'euphoric', 'cross', 'arouses', 'creativity', 'enhances', 'mood']"
Thunderstruck,"['thunderstruck', 'sativa', 'relaxed', 'uplifted', 'creative', 'focused', 'talkative', 'sweet', 'earthy', 'tropical', 'thunderstruck', 'powerful', 'rock', 'n', 'roll', 'themed', 'cbd', 'big', 'hair', 'named', 'ac', 'dc', 'song', 'guessed', 'thunderstruck', 'genetic', 'cross', 'high', 'cbd', 'acdc', 'phenotypes', 'thought', 'things', 'metal', 'thunderstruck', 'consumers', '12:1', 'cbd', 'thc', 'ratio', 'help', 'ease', 'nausea', 'abate', 'seizure', 'activity', 'reduce', 'inflammation', 'keeping', 'consumer', 'clear', 'headed', 'aroma', 'thunderstruck', 'grassy', 'subtle', 'enjoy', 'sativa', 'dominant', 'cross', 'looking', 'quality', 'medicinal', 'little', 'psychoactive']"
Tickle-Kush,"['tickle', 'kush', 'hybrid', 'happy', 'uplifted', 'creative', 'euphoric', 'sleepy', 'berry', 'apple', 'spicy', 'herbal', 'tickle', 'kush', 'relatively', 'new', 'greenwerkz', 'colorado', 'compelling', 'hybrid', 'earthy', 'diesel', 'chemdawg', 'pungent', 'vigorous', 'la', 'kush', 'tickle', 'kush', 'selected', 'earth', 'strongest', '2014', 'high', 'times', 'claiming', 'thc', 'levels', 'reaching', '27', 'short', 'stature', 'quick', 'flowering', 'period', 'tickle', 'kush', 'great', 'indoor', 'cultivation', 'potent', 'balanced', 'mixture', 'happy', 'sativa', 'head', 'buzz', 'deep', 'relaxing', 'indica', 'properties']"
Tiger-Woods,"['tiger', 'woods', 'hybrid', 'relaxed', 'giggly', 'hungry', 'creative', 'energetic', 'sweet', 'flowery', 'pungent', 'tiger', 'woods', 'sativa', 'dominant', 'hybrid', 'named', 'famous', 'american', 'golfer', 'known', 'yield', 'lower', 'average', 'thc', 'percentage', '10', '15', 'coupled', 'tiger', 'woods', 'happy', 'slightly', 'stimulating', 'herb', 'ideal', 'beginners', 'looking', 'heady', 'entry', 'point', 'dense', 'small', 'pack', 'punch', 'experienced', 'paranoia', 'smoking', 'flower', 'large', 'doses']"
Tigers-Milk,"['tigers', 'milk', 'indica', 'relaxed', 'euphoric', 'happy', 'sleepy', 'uplifted', 'earthy', 'pungent', 'flowery', 'tiger', 'milk', 'bodhi', 'powerful', 'indica', 'dominant', 'descends', 'bubba', 'kush', 'appalachia', 'initially', 'tiger', 'milk', 'hits', 'intense', 'cerebral', 'euphoria', 'experience', 'described', 'breeders', 'borderline', 'psychedelic', 'tapering', 'restful', 'relaxation', 'time', 'indica', 'commonly', 'looked', 'pain', 'relieving', 'sleepy', 'qualities', 'aroma', 'complex', 'mix', 'earthy', 'notes', 'led', 'hints', 'sweet', 'honey', 'hashy', 'spice']"
Tigermelon,"['tigermelon', 'indica', 'happy', 'creative', 'relaxed', 'spicy', 'herbal', 'citrus', 'chestnut', 'tigermelon', 'mysterious', 'unknown', 'origin', 'breeder', 'bodhi', 'create', 'spectacular', 'hybrids', 'snow', 'leopard', 'thought', 'way', 'cross', 'chemdawg', 'apollo', '11', 'genius', 'cut', 'uzbekistani', 'indica', 'described', 'bodhi', 'sandalwood', 'mango', 'lassi']"
